"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","End",8,104,1,"proglog","MATT","welcome back, everybody.",0.152,1.877,1.725,4,0.00231884057971014,NA,NA,"MATT",0,0,0,1
"2","End",8,104,2,"proglog","SAM","are we in sync?",1.877,3.104,1.227,5,0.00407497962510187,NA,NA,"SAM",1,0,0,0
"3","End",8,104,3,"proglog","MATT","hopefully. there it is. okay. anyway, welcome back! thank you again for your patience, we're going to kick into this really fast. however, back to the matter at hand, we are sponsored tonight by marvel puzzle quest. sam, once again please.",3.104,10.184,7.08,43,0.00607344632768362,NA,NA,"MATT",0,0,0,1
"4","End",8,104,4,"proglog","SAM","once again, i hope people can hear. marvel puzzle quest is an awesomely addictive role playing puzzle game where marvel's fearless superheroes come to life! you can download it now on the itunes, the google play, the amazon app store, and the steam. and now, a rare 5-star spider-man has arrived in marvel puzzle quest just in time for spider-man: homecoming, the movie. you can recruit spidey and play in two new boss missions featuring the sinister six. face the vulture, or recruit him as a supervillain for your team. now, to celebrate the awesomeness that is marvel puzzle quest, i have another one of my famous puzzles for taliesin.",16.443,20.011,3.568,115,0.0322309417040359,NA,NA,"SAM",1,0,0,0
"5","End",8,104,5,"proglog","TALIESIN","all right! bring it!",52.797,55.143,2.346,5,0.0021312872975277,NA,NA,"TALIESIN",1,0,0,0
"6","End",8,104,6,"proglog","SAM","which of the following is an actual enemy from the game marvel puzzle quest, and which is the name of an actual movie starring jean-claude van damme.",55.143,59.656,4.513,29,0.00642588078883227,NA,NA,"SAM",1,0,0,0
"7","End",8,104,7,"proglog","TALIESIN","oh no. i am genuinely in trouble!",63.455,67.385,3.93000000000001,8,0.00203562340966921,NA,NA,"TALIESIN",1,0,0,0
"8","End",8,104,8,"proglog","SAM","hitman!",67.385,68.665,1.28,2,0.0015625,NA,NA,"SAM",1,0,0,0
"9","End",8,104,9,"proglog","TALIESIN","oh no, that's a dc character.",68.665,70.876,2.211,8,0.0036182722749887,NA,NA,"TALIESIN",1,0,0,0
"10","End",8,104,10,"proglog","SAM","that's an enemy. brawler!",70.876,73.111,2.235,6,0.00268456375838926,NA,NA,"SAM",1,0,0,0
"11","End",8,104,11,"proglog","TALIESIN","that's a jean-claude van damme.",73.111,75.139,2.02799999999999,8,0.00394477317554242,NA,NA,"TALIESIN",1,0,0,0
"12","End",8,104,12,"proglog","SAM","no. timecop!",75.139,77.374,2.235,3,0.00134228187919463,NA,NA,"SAM",1,0,0,0
"13","End",8,104,13,"proglog","TALIESIN","<i>that</i> is a jean-claude van damme!",77.374,79.245,1.87100000000001,11,0.0058792089791555,NA,NA,"TALIESIN",1,0,0,0
"14","End",8,104,14,"proglog","SAM","century fighter!",81.045,83.081,2.036,3,0.00147347740667976,NA,NA,"SAM",1,0,0,0
"15","End",8,104,15,"proglog","TALIESIN","that's",83.081,84.634,1.553,2,0.00128783000643915,NA,NA,"TALIESIN",1,0,0,0
"16","End",8,104,16,"proglog","MATT","what is it, taliesin?",84.634,86.496,1.86199999999999,5,0.00268528464017187,NA,NA,"MATT",0,0,0,1
"17","End",8,104,17,"proglog","TALIESIN","i don't know! jcvd! this is so painful.",86.496,89.186,2.69000000000001,10,0.00371747211895909,NA,NA,"TALIESIN",1,0,0,0
"18","End",8,104,18,"proglog","SAM","game enemy.",89.186,90.521,1.33499999999999,3,0.00224719101123597,NA,NA,"SAM",1,0,0,0
"19","End",8,104,19,"proglog","TALIESIN","oh my god!",90.521,91.941,1.42,4,0.0028169014084507,NA,NA,"TALIESIN",1,0,0,0
"20","End",8,104,20,"proglog","SAM","kickboxer!",91.941,93.238,1.297,2,0.00154202004626061,NA,NA,"SAM",1,0,0,0
"21","End",8,104,21,"proglog","TALIESIN","that is a jean-claude van damme.",93.238,94.739,1.501,8,0.00532978014656894,NA,NA,"TALIESIN",1,0,0,0
"22","End",8,104,22,"proglog","SAM","bloodsport!",94.739,95.804,1.065,2,0.00187793427230047,NA,NA,"SAM",1,0,0,0
